image_id,nucleus_id,area,perimeter,circularity,eccentricity,compactness,image_class
219,4786,4.625,1.6178,0.2221,0.7692,0.2221,ASC-US
218,4787,4.725,0.9453,0.6645,0.706,0.6645,Negative for intraepithelial lesion
218,4788,6.03,2.3148,0.1414,0.6515,0.1414,Negative for intraepithelial lesion
218,4789,7.12,1.1623,0.6624,0.5821,0.6624,Negative for intraepithelial lesion
218,4790,14.51,2.9425,0.2106,0.9598,0.2106,Negative for intraepithelial lesion
218,4791,19.0,3.1308,0.2436,0.6464,0.2436,Negative for intraepithelial lesion
218,4792,6.255,1.0067,0.7756,0.6008,0.7756,Negative for intraepithelial lesion
218,4793,5.2,0.9277,0.7593,0.72,0.7593,Negative for intraepithelial lesion
218,4794,7.725,1.1184,0.7761,0.419,0.7761,Negative for intraepithelial lesion
218,4795,4.17,0.9594,0.5693,0.8763,0.5693,Negative for intraepithelial lesion
218,4796,4.8,1.234,0.3961,0.6093,0.3961,Negative for intraepithelial lesion
218,4797,4.9,1.352,0.3369,0.574,0.3369,Negative for intraepithelial lesion
218,4798,12.92,2.2031,0.3345,0.7321,0.3345,ASC-US
218,4799,10.79,1.732,0.452,0.812,0.452,ASC-US
218,4800,11.525,2.3938,0.2527,0.8955,0.2527,Negative for intraepithelial lesion
218,4801,4.655,1.1867,0.4154,0.9331,0.4154,Negative for intraepithelial lesion
218,4802,4.16,0.836,0.748,0.513,0.748,Negative for intraepithelial lesion
218,4803,9.36,1.6237,0.4462,0.5097,0.4462,Negative for intraepithelial lesion
217,4804,4.76,0.916,0.7129,0.8566,0.7129,Negative for intraepithelial lesion
217,4805,3.87,0.7594,0.8433,0.4829,0.8433,Negative for intraepithelial lesion
217,4806,10.19,3.0776,0.1352,0.8969,0.1352,Negative for intraepithelial lesion
217,4807,6.905,2.7255,0.1168,0.951,0.1168,Negative for intraepithelial lesion
217,4808,5.94,0.976,0.7836,0.7262,0.7836,Negative for intraepithelial lesion
217,4809,4.395,0.8267,0.8081,0.4113,0.8081,Negative for intraepithelial lesion
217,4810,10.48,1.4057,0.6665,0.7855,0.6665,Negative for intraepithelial lesion
217,4811,3.755,0.7853,0.7652,0.7096,0.7652,Negative for intraepithelial lesion
217,4812,11.865,2.3655,0.2665,0.8219,0.2665,Negative for intraepithelial lesion
217,4813,4.07,0.776,0.8494,0.5854,0.8494,Negative for intraepithelial lesion
217,4814,2.855,1.3681,0.1917,0.8394,0.1917,ASC-US
217,4815,5.245,1.1267,0.5192,0.6659,0.5192,Negative for intraepithelial lesion
217,4816,7.065,1.075,0.7683,0.7241,0.7683,Negative for intraepithelial lesion
217,4817,80.695,4.1344,0.5932,0.7957,0.5932,ASC-US
217,4818,88.76,4.154,0.6464,0.6083,0.6464,ASC-US
217,4819,82.885,4.9592,0.4235,0.6427,0.4235,ASC-US
217,4820,51.41,4.3514,0.3412,0.7849,0.3412,ASC-US
217,4821,48.84,4.1017,0.3648,0.8214,0.3648,ASC-US
217,4822,98.01,3.96,0.7854,-1.0,0.7854,ASC-US
217,4823,83.14,3.6683,0.7764,0.9915,0.7764,ASC-US
217,4824,92.97,3.9014,0.7676,0.7579,0.7676,ASC-US
217,4825,97.945,4.0024,0.7683,0.9724,0.7683,ASC-US
216,4826,3.85,0.7711,0.8136,0.747,0.8136,Negative for intraepithelial lesion
216,4827,7.475,1.2861,0.5679,0.5869,0.5679,Negative for intraepithelial lesion
216,4828,4.82,0.9394,0.6863,0.8223,0.6863,Negative for intraepithelial lesion
216,4829,6.35,1.0008,0.7966,0.7133,0.7966,Negative for intraepithelial lesion
216,4830,4.55,0.9711,0.6063,0.914,0.6063,Negative for intraepithelial lesion
216,4831,5.29,0.9008,0.8192,0.642,0.8192,Negative for intraepithelial lesion
216,4832,4.65,0.8277,0.8529,0.4945,0.8529,Negative for intraepithelial lesion
216,4833,3.745,0.7453,0.8473,0.342,0.8473,Negative for intraepithelial lesion
216,4834,4.465,0.8418,0.7917,0.6695,0.7917,Negative for intraepithelial lesion
216,4835,6.12,1.374,0.4074,0.7012,0.4074,Negative for intraepithelial lesion
216,4836,11.515,1.633,0.5427,0.8189,0.5427,Negative for intraepithelial lesion
216,4837,10.865,1.8944,0.3805,0.856,0.3805,Negative for intraepithelial lesion
216,4838,5.04,0.8711,0.8346,0.64,0.8346,Negative for intraepithelial lesion
216,4839,5.43,0.916,0.8133,0.4649,0.8133,Negative for intraepithelial lesion
216,4840,5.77,1.0374,0.6737,0.8647,0.6737,Negative for intraepithelial lesion
216,4841,11.355,2.0227,0.3488,0.8572,0.3488,Negative for intraepithelial lesion
216,4842,12.025,3.6284,0.1148,0.8849,0.1148,Negative for intraepithelial lesion
216,4843,10.11,1.6637,0.459,0.6886,0.459,ASC-US
216,4844,1.7,0.9291,0.2475,0.8799,0.2475,ASC-US
216,4845,6.88,1.0277,0.8186,0.5239,0.8186,Negative for intraepithelial lesion
216,4846,6.145,1.1233,0.612,0.7822,0.612,Negative for intraepithelial lesion
215,4847,8.375,1.275,0.6474,0.5097,0.6474,Negative for intraepithelial lesion
215,4848,8.215,1.2067,0.709,0.8365,0.709,Negative for intraepithelial lesion
215,4849,5.095,0.8818,0.8233,0.5679,0.8233,Negative for intraepithelial lesion
215,4850,6.145,1.2398,0.5024,0.8966,0.5024,Negative for intraepithelial lesion
215,4851,6.49,1.0925,0.6832,0.739,0.6832,Negative for intraepithelial lesion
215,4852,6.735,2.2827,0.1624,0.9812,0.1624,Negative for intraepithelial lesion
215,4853,26.68,5.2013,0.1239,0.7804,0.1239,Negative for intraepithelial lesion
215,4854,46.97,5.947,0.1669,0.8072,0.1669,Negative for intraepithelial lesion
215,4855,40.83,4.2156,0.2887,0.7973,0.2887,Negative for intraepithelial lesion
215,4856,35.165,5.2369,0.1611,0.6018,0.1611,Negative for intraepithelial lesion
215,4857,19.375,3.9609,0.1552,0.9352,0.1552,Negative for intraepithelial lesion
215,4858,26.09,2.8445,0.4052,0.461,0.4052,ASC-US
215,4859,7.68,1.7168,0.3274,0.7762,0.3274,ASC-US
215,4860,26.75,4.5668,0.1612,0.8024,0.1612,Negative for intraepithelial lesion
215,4861,5.5,1.6837,0.2438,0.8893,0.2438,ASC-US
214,4862,7.84,1.1891,0.6967,0.5778,0.6967,Negative for intraepithelial lesion
214,4863,7.41,1.114,0.7504,0.8048,0.7504,Negative for intraepithelial lesion
214,4864,5.565,0.995,0.7064,0.2655,0.7064,Negative for intraepithelial lesion
214,4865,7.19,1.0725,0.7854,0.6833,0.7854,Negative for intraepithelial lesion
214,4866,6.89,1.0457,0.7918,0.7469,0.7918,Negative for intraepithelial lesion
214,4867,6.68,1.0243,0.8001,0.5636,0.8001,Negative for intraepithelial lesion
214,4868,15.525,2.251,0.385,0.8842,0.385,Negative for intraepithelial lesion
214,4869,15.525,2.251,0.385,0.8842,0.385,Negative for intraepithelial lesion
214,4870,17.03,3.6853,0.1576,0.8547,0.1576,Negative for intraepithelial lesion
214,4871,22.92,4.3579,0.1517,0.901,0.1517,Negative for intraepithelial lesion
214,4872,6.84,1.0325,0.8062,0.4899,0.8062,Negative for intraepithelial lesion
214,4873,6.44,1.196,0.5658,0.8293,0.5658,Negative for intraepithelial lesion
214,4874,9.9,1.2491,0.7973,0.5932,0.7973,Negative for intraepithelial lesion
214,4875,8.69,1.1794,0.7851,0.6189,0.7851,Negative for intraepithelial lesion
214,4876,7.18,1.1174,0.7226,0.4614,0.7226,Negative for intraepithelial lesion
214,4877,6.2,1.374,0.4127,0.498,0.4127,Negative for intraepithelial lesion
214,4878,7.445,1.0915,0.7852,0.6785,0.7852,Negative for intraepithelial lesion
214,4879,7.9,1.2105,0.6775,0.6584,0.6775,Negative for intraepithelial lesion
214,4880,4.91,1.1008,0.5092,0.7667,0.5092,Negative for intraepithelial lesion
214,4881,6.075,1.2198,0.513,0.6288,0.513,Negative for intraepithelial lesion
214,4882,5.72,1.0208,0.6898,0.7672,0.6898,Negative for intraepithelial lesion
214,4883,10.125,1.8778,0.3608,0.8078,0.3608,Negative for intraepithelial lesion
214,4884,39.885,2.9055,0.5937,0.7232,0.5937,LSIL
214,4885,43.64,3.2831,0.5088,0.9627,0.5088,LSIL
212,4886,3.375,2.4104,0.073,0.5071,0.073,ASC-US
212,4887,4.32,0.816,0.8153,0.7512,0.8153,Negative for intraepithelial lesion
212,4888,16.34,3.2079,0.1995,0.9499,0.1995,Negative for intraepithelial lesion
212,4889,6.145,1.5061,0.3404,0.9301,0.3404,Negative for intraepithelial lesion
212,4890,7.37,1.5188,0.4015,0.8402,0.4015,Negative for intraepithelial lesion
212,4891,2.905,0.6604,0.837,0.3505,0.837,Negative for intraepithelial lesion
212,4892,4.565,0.9101,0.6926,0.6,0.6926,Negative for intraepithelial lesion
212,4893,4.17,0.816,0.787,0.6055,0.787,Negative for intraepithelial lesion
212,4894,3.51,1.414,0.2206,0.7579,0.2206,Negative for intraepithelial lesion
212,4895,4.995,0.8901,0.7922,0.7782,0.7922,Negative for intraepithelial lesion
212,4896,4.875,0.9818,0.6355,0.5112,0.6355,Negative for intraepithelial lesion
212,4898,4.505,0.8136,0.8553,0.4261,0.8553,Negative for intraepithelial lesion
213,4899,0.78,0.4297,0.5308,0.8581,0.5308,ASC-US
213,4900,0.565,0.4756,0.3139,0.9126,0.3139,ASC-US
213,4901,4.195,0.8301,0.765,0.7678,0.765,Negative for intraepithelial lesion
213,4902,6.145,1.0018,0.7694,0.6956,0.7694,Negative for intraepithelial lesion
213,4903,6.195,1.0667,0.6842,0.4932,0.6842,Negative for intraepithelial lesion
213,4904,4.745,0.937,0.6792,0.7326,0.6792,Negative for intraepithelial lesion
213,4905,3.98,0.8028,0.7759,0.6319,0.7759,Negative for intraepithelial lesion
213,4906,4.785,0.8618,0.8095,0.5212,0.8095,Negative for intraepithelial lesion
213,4907,2.27,0.8808,0.3677,0.8964,0.3677,Negative for intraepithelial lesion
213,4908,4.24,0.876,0.6944,0.7679,0.6944,Negative for intraepithelial lesion
213,4909,5.855,1.3715,0.3911,0.6742,0.3911,Negative for intraepithelial lesion
213,4910,4.02,0.796,0.7973,0.4264,0.7973,Negative for intraepithelial lesion
213,4911,8.53,1.474,0.4934,0.8545,0.4934,Negative for intraepithelial lesion
213,4912,8.53,1.474,0.4934,0.8545,0.4934,Negative for intraepithelial lesion
213,4913,4.99,0.9574,0.6841,0.6609,0.6841,Negative for intraepithelial lesion
210,4914,21.38,4.5365,0.1306,0.8375,0.1306,ASC-US
210,4915,29.76,2.3314,0.6881,0.6901,0.6881,ASC-US
210,4916,21.85,4.0502,0.1674,0.7515,0.1674,ASC-US
210,4917,0.775,0.6653,0.22,0.8175,0.22,Negative for intraepithelial lesion
210,4918,6.265,1.1033,0.6468,0.7143,0.6468,Negative for intraepithelial lesion
210,4919,12.795,1.7101,0.5498,0.8276,0.5498,Negative for intraepithelial lesion
210,4920,0.245,0.199,0.7775,0.6217,0.7775,Negative for intraepithelial lesion
210,4921,2.005,0.757,0.4397,0.7419,0.4397,Negative for intraepithelial lesion
210,4922,1.08,0.5263,0.49,0.8591,0.49,Negative for intraepithelial lesion
210,4923,0.285,0.239,0.627,0.7792,0.627,Negative for intraepithelial lesion
211,4924,37.305,3.2055,0.4562,0.8006,0.4562,ASC-US
211,4925,41.475,3.8966,0.3433,0.6645,0.3433,ASC-US
211,4926,19.745,1.8144,0.7537,0.7842,0.7537,ASC-US
211,4927,21.865,3.4098,0.2363,0.5982,0.2363,ASC-US
211,4928,24.29,3.0576,0.3265,0.7782,0.3265,ASC-US
211,4929,25.91,2.6397,0.4673,0.6105,0.4673,ASC-US
211,4930,22.57,2.0582,0.6695,0.5176,0.6695,ASC-US
211,4931,2.62,1.1491,0.2493,0.7435,0.2493,Negative for intraepithelial lesion
211,4932,2.36,0.7028,0.6004,0.7857,0.6004,Negative for intraepithelial lesion
211,4933,4.45,1.1891,0.3955,0.9023,0.3955,Negative for intraepithelial lesion
211,4934,1.765,0.677,0.4839,0.8422,0.4839,Negative for intraepithelial lesion
211,4935,4.23,0.8443,0.7458,0.8152,0.7458,Negative for intraepithelial lesion
211,4936,3.445,1.1764,0.3128,0.5801,0.3128,Negative for intraepithelial lesion
211,4937,6.405,1.2736,0.4962,0.9481,0.4962,Negative for intraepithelial lesion
211,4938,14.925,1.8944,0.5226,0.7109,0.5226,ASC-US
211,4939,17.38,2.7011,0.2994,0.6788,0.2994,ASC-US
209,4940,31.675,3.0684,0.4228,0.5986,0.4228,ASC-US
209,4941,4.68,0.936,0.6713,0.6303,0.6713,Negative for intraepithelial lesion
209,4942,8.875,1.3764,0.5887,0.648,0.5887,Negative for intraepithelial lesion
209,4943,4.755,1.5612,0.2451,0.6649,0.2451,Negative for intraepithelial lesion
209,4944,4.705,1.2115,0.4028,0.8172,0.4028,Negative for intraepithelial lesion
209,4945,3.85,0.7677,0.8209,0.1979,0.8209,Negative for intraepithelial lesion
209,4946,3.795,0.8253,0.7002,0.8417,0.7002,Negative for intraepithelial lesion
209,4947,21.925,3.3815,0.241,0.7947,0.241,Negative for intraepithelial lesion
209,4948,21.925,3.3815,0.241,0.7947,0.241,Negative for intraepithelial lesion
208,4949,13.125,4.5458,0.0798,0.3652,0.0798,ASC-US
208,4950,37.245,6.006,0.1297,0.8518,0.1297,ASC-US
208,4951,49.3,5.7753,0.1857,0.6703,0.1857,ASC-US
208,4952,6.57,0.9843,0.8522,0.7219,0.8522,Negative for intraepithelial lesion
208,4953,10.54,3.0274,0.1445,0.9321,0.1445,Negative for intraepithelial lesion
208,4954,27.1,4.1185,0.2008,0.6744,0.2008,Negative for intraepithelial lesion
208,4955,28.3,4.891,0.1487,0.6245,0.1487,Negative for intraepithelial lesion
208,4956,61.065,9.336,0.088,0.6532,0.088,Negative for intraepithelial lesion
208,4957,38.005,5.1755,0.1783,0.7789,0.1783,Negative for intraepithelial lesion
208,4958,9.885,1.2398,0.8081,0.7402,0.8081,Negative for intraepithelial lesion
208,4959,18.27,4.2496,0.1271,0.4942,0.1271,Negative for intraepithelial lesion
208,4960,56.635,5.6058,0.2265,0.4559,0.2265,Negative for intraepithelial lesion
208,4961,55.13,6.2213,0.179,0.5492,0.179,Negative for intraepithelial lesion
208,4962,12.38,1.7651,0.4993,0.885,0.4993,Negative for intraepithelial lesion
208,4963,7.72,1.1623,0.7182,0.8666,0.7182,Negative for intraepithelial lesion
208,4964,10.93,1.6071,0.5318,0.8373,0.5318,Negative for intraepithelial lesion
208,4965,8.075,1.2681,0.631,0.7648,0.631,Negative for intraepithelial lesion
208,4966,16.835,3.1132,0.2183,0.8324,0.2183,Negative for intraepithelial lesion
208,4967,10.42,2.0982,0.2974,0.804,0.2974,Negative for intraepithelial lesion
208,4968,6.765,0.9984,0.8528,0.4885,0.8528,Negative for intraepithelial lesion
208,4969,21.11,4.5779,0.1266,0.8764,0.1266,Negative for intraepithelial lesion
208,4970,8.4,1.1257,0.833,0.6322,0.833,Negative for intraepithelial lesion
208,4971,13.81,1.8134,0.5277,0.7678,0.5277,Negative for intraepithelial lesion
208,4972,24.085,4.5852,0.144,0.9471,0.144,Negative for intraepithelial lesion
208,4973,6.43,0.9808,0.8399,0.6226,0.8399,Negative for intraepithelial lesion
208,4974,11.675,2.4724,0.24,0.8964,0.24,Negative for intraepithelial lesion
208,4975,5.345,1.0853,0.5703,0.8604,0.5703,Negative for intraepithelial lesion
208,4976,6.775,1.293,0.5093,0.7786,0.5093,Negative for intraepithelial lesion
208,4977,9.985,2.7166,0.17,0.7172,0.17,Negative for intraepithelial lesion
208,4978,7.775,1.2115,0.6656,0.5905,0.6656,Negative for intraepithelial lesion
208,4979,26.89,5.5062,0.1115,0.5088,0.1115,Negative for intraepithelial lesion
208,4980,11.15,3.9433,0.0901,0.7917,0.0901,Negative for intraepithelial lesion
208,4981,28.98,3.7248,0.2625,0.8851,0.2625,Negative for intraepithelial lesion
208,4982,13.065,1.6344,0.6146,0.6046,0.6146,Negative for intraepithelial lesion
208,4983,9.3,1.8382,0.3459,0.8055,0.3459,Negative for intraepithelial lesion
206,4984,11.87,1.3754,0.7885,0.7191,0.7885,Negative for intraepithelial lesion
206,4985,8.86,1.1574,0.8311,0.7326,0.8311,Negative for intraepithelial lesion
206,4986,24.075,2.5738,0.4567,0.8287,0.4567,Negative for intraepithelial lesion
206,4987,6.34,0.9808,0.8282,0.6396,0.8282,Negative for intraepithelial lesion
206,4988,7.965,1.0833,0.853,0.5893,0.853,Negative for intraepithelial lesion
206,4989,9.005,1.2681,0.7037,0.7589,0.7037,Negative for intraepithelial lesion
206,4990,47.185,4.4761,0.296,0.735,0.296,Negative for intraepithelial lesion
206,4991,23.875,6.4288,0.0726,0.8103,0.0726,Negative for intraepithelial lesion
206,4992,82.165,6.7032,0.2298,0.6841,0.2298,Negative for intraepithelial lesion
206,4993,19.005,2.7387,0.3184,0.8145,0.3184,Negative for intraepithelial lesion
206,4994,37.785,3.8435,0.3214,0.9962,0.3214,Negative for intraepithelial lesion
206,4995,17.81,2.8259,0.2803,0.7399,0.2803,Negative for intraepithelial lesion
206,4996,19.56,2.7211,0.332,0.7389,0.332,Negative for intraepithelial lesion
206,4997,48.765,8.2774,0.0894,0.4959,0.0894,ASC-US
206,4998,37.18,2.8556,0.5729,0.4195,0.5729,ASC-US
206,4999,38.225,4.0009,0.3001,0.7142,0.3001,ASC-US
206,5000,10.335,1.9578,0.3388,0.9147,0.3388,Negative for intraepithelial lesion
207,5001,9.465,1.1833,0.8495,0.6942,0.8495,Negative for intraepithelial lesion
207,5002,5.915,2.3821,0.131,0.3716,0.131,Negative for intraepithelial lesion
207,5003,28.02,2.8865,0.4226,0.7235,0.4226,ASC-US
207,5004,31.63,2.8879,0.4766,0.7652,0.4766,ASC-US
204,5005,8.6,1.1491,0.8184,0.7342,0.8184,Negative for intraepithelial lesion
204,5006,8.9,1.1574,0.8349,0.4438,0.8349,Negative for intraepithelial lesion
204,5007,12.45,1.6685,0.562,0.4048,0.562,Negative for intraepithelial lesion
204,5008,11.29,1.294,0.8473,0.4603,0.8473,Negative for intraepithelial lesion
204,5009,26.27,3.8385,0.2241,0.9008,0.2241,Negative for intraepithelial lesion
204,5010,9.505,1.453,0.5658,0.616,0.5658,Negative for intraepithelial lesion
204,5011,4.78,0.8277,0.8768,0.3195,0.8768,Negative for intraepithelial lesion
204,5012,29.24,4.3213,0.1968,0.7454,0.1968,Negative for intraepithelial lesion
204,5013,43.23,3.7653,0.3832,0.6708,0.3832,Negative for intraepithelial lesion
204,5014,33.35,3.2314,0.4014,0.4219,0.4014,Negative for intraepithelial lesion
204,5015,48.975,4.0706,0.3714,0.757,0.3714,ASC-US
205,5016,11.215,1.2798,0.8604,0.5675,0.8604,Negative for intraepithelial lesion
205,5017,10.25,1.5154,0.5609,0.68,0.5609,Negative for intraepithelial lesion
205,5018,10.25,1.5154,0.5609,0.68,0.5609,Negative for intraepithelial lesion
205,5019,6.625,1.0301,0.7845,0.7037,0.7845,Negative for intraepithelial lesion
205,5020,13.815,1.811,0.5294,0.6333,0.5294,Negative for intraepithelial lesion
205,5021,8.645,1.1198,0.8663,0.3228,0.8663,Negative for intraepithelial lesion
205,5022,6.98,1.0725,0.7625,0.4629,0.7625,Negative for intraepithelial lesion
205,5023,19.78,5.547,0.0808,0.8608,0.0808,Negative for intraepithelial lesion
205,5024,21.18,5.0324,0.1051,0.8383,0.1051,Negative for intraepithelial lesion
205,5025,19.99,3.8902,0.166,0.4997,0.166,ASC-US
205,5026,10.81,1.2457,0.8754,0.5402,0.8754,Negative for intraepithelial lesion
205,5027,13.075,1.9758,0.4209,0.6981,0.4209,Negative for intraepithelial lesion
205,5028,8.575,1.3047,0.633,0.7909,0.633,Negative for intraepithelial lesion
205,5029,11.47,1.3554,0.7846,0.7684,0.7846,Negative for intraepithelial lesion
205,5030,12.965,1.511,0.7136,0.3827,0.7136,Negative for intraepithelial lesion
205,5031,11.155,1.3564,0.7619,0.3211,0.7619,Negative for intraepithelial lesion
205,5032,35.84,6.0036,0.125,0.5738,0.125,ASC-US
205,5033,22.795,1.8841,0.8069,0.6008,0.8069,ASC-US
203,5034,8.345,1.1384,0.8092,0.7298,0.8092,Negative for intraepithelial lesion
203,5035,12.04,1.3671,0.8095,0.7625,0.8095,Negative for intraepithelial lesion
203,5036,29.95,4.671,0.1725,0.63,0.1725,ASC-US
203,5037,30.89,3.4114,0.3336,0.2817,0.3336,ASC-US
203,5038,54.48,3.8976,0.4507,0.8884,0.4507,ASC-US
203,5039,44.54,3.7025,0.4083,0.6071,0.4083,ASC-US
203,5040,46.68,4.3356,0.3121,0.8709,0.3121,ASC-US
202,5041,7.51,1.2457,0.6082,0.755,0.6082,Negative for intraepithelial lesion
202,5042,22.515,3.2635,0.2657,0.5971,0.2657,Negative for intraepithelial lesion
202,5043,12.46,1.8002,0.4831,0.6101,0.4831,Negative for intraepithelial lesion
202,5044,23.275,4.7769,0.1282,0.7383,0.1282,Negative for intraepithelial lesion
202,5045,19.585,4.3866,0.1279,0.8188,0.1279,Negative for intraepithelial lesion
202,5046,7.98,1.1408,0.7705,0.2129,0.7705,Negative for intraepithelial lesion
202,5047,6.92,1.1725,0.6325,0.8491,0.6325,Negative for intraepithelial lesion
202,5048,12.575,2.0124,0.3902,0.5517,0.3902,Negative for intraepithelial lesion
202,5049,9.815,1.2315,0.8132,0.4227,0.8132,Negative for intraepithelial lesion
202,5050,49.175,4.7769,0.2708,0.6174,0.2708,LSIL
201,5051,7.925,1.1184,0.7962,0.5928,0.7962,Negative for intraepithelial lesion
201,5052,22.075,5.7652,0.0835,0.845,0.0835,Negative for intraepithelial lesion
201,5053,5.28,0.9974,0.667,0.8336,0.667,Negative for intraepithelial lesion
201,5054,19.84,4.4288,0.1271,0.8624,0.1271,Negative for intraepithelial lesion
201,5055,48.33,4.8308,0.2603,0.7381,0.2603,Negative for intraepithelial lesion
201,5056,64.36,4.7728,0.355,0.7546,0.355,Negative for intraepithelial lesion
201,5057,58.6,6.3662,0.1817,0.7938,0.1817,Negative for intraepithelial lesion
201,5058,71.385,4.5381,0.4356,0.1088,0.4356,Negative for intraepithelial lesion
201,5059,11.955,2.8089,0.1904,0.7819,0.1904,Negative for intraepithelial lesion
201,5060,17.25,3.4619,0.1809,0.7128,0.1809,ASC-US
201,5061,17.185,1.9524,0.5665,0.8015,0.5665,ASC-US
201,5062,20.115,1.7378,0.837,0.6324,0.837,LSIL
201,5063,32.895,2.8284,0.5167,0.5701,0.5167,LSIL
201,5064,70.045,5.2161,0.3235,0.6695,0.3235,Negative for intraepithelial lesion
200,5065,9.525,1.2233,0.7999,0.7726,0.7999,Negative for intraepithelial lesion
200,5066,33.445,2.9581,0.4803,0.7465,0.4803,LSIL
200,5067,24.485,1.8958,0.8561,0.5964,0.8561,LSIL
200,5068,20.8,2.8508,0.3216,0.9486,0.3216,LSIL
200,5069,32.485,4.3209,0.2186,0.7027,0.2186,LSIL
199,5070,5.61,0.9277,0.8191,0.7702,0.8191,Negative for intraepithelial lesion
199,5071,4.665,3.1849,0.0578,0.6768,0.0578,Negative for intraepithelial lesion
199,5072,7.95,1.1305,0.7816,0.8008,0.7816,Negative for intraepithelial lesion
199,5073,12.94,1.8851,0.4576,0.6633,0.4576,Negative for intraepithelial lesion
199,5074,13.945,1.7958,0.5434,0.7007,0.5434,Negative for intraepithelial lesion
199,5075,11.435,1.3081,0.8398,0.6341,0.8398,Negative for intraepithelial lesion
199,5076,12.73,1.5202,0.6922,0.6923,0.6922,Negative for intraepithelial lesion
199,5077,10.89,1.6417,0.5078,0.7377,0.5078,Negative for intraepithelial lesion
199,5078,38.015,4.1098,0.2828,0.6578,0.2828,Negative for intraepithelial lesion
199,5079,7.565,1.155,0.7126,0.8144,0.7126,Negative for intraepithelial lesion
199,5080,59.8,5.7945,0.2238,0.6469,0.2238,ASC-US
199,5081,21.66,2.0382,0.6552,0.7928,0.6552,ASC-US
199,5082,15.6,2.9376,0.2272,0.8131,0.2272,Negative for intraepithelial lesion
199,5083,8.23,1.1174,0.8283,0.5826,0.8283,Negative for intraepithelial lesion
198,5084,4.02,0.8194,0.7524,0.61,0.7524,Negative for intraepithelial lesion
198,5085,6.8,1.4257,0.4204,0.7745,0.4204,Negative for intraepithelial lesion
198,5086,4.23,0.8194,0.7917,0.7066,0.7917,Negative for intraepithelial lesion
198,5087,4.145,0.9501,0.577,0.474,0.577,Negative for intraepithelial lesion
198,5088,4.29,0.8043,0.8334,0.4078,0.8334,Negative for intraepithelial lesion
198,5089,4.865,0.9515,0.6752,0.8095,0.6752,Negative for intraepithelial lesion
198,5090,4.545,1.5661,0.2329,0.7289,0.2329,ASC-US
198,5091,3.125,0.6853,0.8363,0.4458,0.8363,Negative for intraepithelial lesion
197,5092,3.92,0.7828,0.8038,0.7597,0.8038,Negative for intraepithelial lesion
197,5094,3.89,0.9691,0.5205,0.5038,0.5205,Negative for intraepithelial lesion
197,5095,1.46,0.736,0.3387,0.8814,0.3387,Negative for intraepithelial lesion
197,5096,3.165,0.677,0.8678,0.4115,0.8678,Negative for intraepithelial lesion
197,5097,0.825,0.5204,0.3828,0.7292,0.3828,Negative for intraepithelial lesion
197,5098,11.01,1.7802,0.4366,0.6358,0.4366,ASC-US
197,5099,1.525,0.7418,0.3482,0.9078,0.3482,ASC-US
196,5100,5.29,0.8808,0.8568,0.4656,0.8568,Negative for intraepithelial lesion
196,5101,5.92,1.1257,0.5871,0.4769,0.5871,Negative for intraepithelial lesion
196,5102,3.365,0.6936,0.8791,0.4627,0.8791,Negative for intraepithelial lesion
196,5103,8.08,1.294,0.6064,0.8523,0.6064,Negative for intraepithelial lesion
196,5104,8.585,2.7166,0.1462,0.9615,0.1462,Negative for intraepithelial lesion
196,5105,5.175,0.8984,0.8057,0.7062,0.8057,Negative for intraepithelial lesion
196,5106,57.41,5.7242,0.2202,0.4239,0.2202,LSIL
194,5107,5.095,0.8736,0.839,0.7121,0.839,Negative for intraepithelial lesion
194,5108,4.36,0.7994,0.8573,0.6438,0.8573,Negative for intraepithelial lesion
194,5109,7.67,1.3705,0.5131,0.8663,0.5131,Negative for intraepithelial lesion
194,5110,0.385,0.2756,0.6371,0.7402,0.6371,Negative for intraepithelial lesion
194,5111,3.84,0.836,0.6905,0.8522,0.6905,Negative for intraepithelial lesion
194,5112,17.37,2.1485,0.4729,0.91,0.4729,LSIL
194,5113,19.12,2.2665,0.4677,0.9256,0.4677,LSIL
194,5114,29.68,4.9042,0.1551,0.6992,0.1551,Negative for intraepithelial lesion
194,5115,4.095,1.115,0.4139,0.8892,0.4139,Negative for intraepithelial lesion
195,5116,10.085,1.6998,0.4386,0.9452,0.4386,Negative for intraepithelial lesion
195,5117,11.745,1.4447,0.7072,0.7383,0.7072,Negative for intraepithelial lesion
195,5118,5.8,0.9443,0.8174,0.3194,0.8174,Negative for intraepithelial lesion
195,5119,24.525,3.1566,0.3093,0.8617,0.3093,Negative for intraepithelial lesion
195,5120,4.525,0.8501,0.7868,0.7221,0.7868,Negative for intraepithelial lesion
195,5121,9.915,1.373,0.661,0.4811,0.661,Negative for intraepithelial lesion
195,5122,15.79,2.5597,0.3029,0.9182,0.3029,Negative for intraepithelial lesion
195,5123,7.22,1.0823,0.7746,0.7905,0.7746,Negative for intraepithelial lesion
195,5124,17.725,2.6869,0.3085,0.9217,0.3085,Negative for intraepithelial lesion
195,5125,15.605,2.4372,0.3301,0.824,0.3301,Negative for intraepithelial lesion
195,5126,9.015,1.1667,0.8323,0.5565,0.8323,LSIL
195,5127,13.055,1.4715,0.7576,0.3449,0.7576,LSIL
193,5128,5.36,0.976,0.7071,0.8681,0.7071,Negative for intraepithelial lesion
193,5129,3.995,0.7818,0.8213,0.4742,0.8213,Negative for intraepithelial lesion
